trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.0035, 'e': 0.8242046800450651}",20,0,-78.50704214964728,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
173,False,"{'a': 0.0035, 'e': 0.8222176137933397}",25,0,-36.7308197039701,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
174,False,"{'a': 0.0035, 'e': 0.8202204753861273}",25,0,-26.39010215702767,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
175,False,"{'a': 0.0035, 'e': 0.8182132892883485}",25,0,-182.11047080061678,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",1
176,False,"{'a': 0.0035, 'e': 0.8161960800880078}",20,3,-62.28202237400545,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
177,False,"{'a': 0.0035, 'e': 0.8141688724958926}",25,0,-195.6316305235782,"{0: 14, 1: 3, 2: 2, 3: 3, 4: 3}",0
178,False,"{'a': 0.0035, 'e': 0.812131691345271}",25,0,-87.0251599174581,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
179,False,"{'a': 0.0035, 'e': 0.8100845615915859}",25,3,-33.69096897794822,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.0035, 'e': 0.8080275083121519}",20,0,-80.38736569878148,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
181,False,"{'a': 0.0035, 'e': 0.8059605567058454}",20,0,-117.48039831356198,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
182,False,"{'a': 0.0035, 'e': 0.8038837320927981}",20,0,-17.297837991164613,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
183,False,"{'a': 0.0035, 'e': 0.8017970599140853}",20,0,-32.663133933802925,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
184,False,"{'a': 0.0035, 'e': 0.7997005657314152}",25,0,-6.824721509847025,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.0035, 'e': 0.7975942752268155}",30,0,-53.60351150931872,"{0: 19, 1: 7, 2: 4, 3: 0, 4: 0}",0
186,False,"{'a': 0.0035, 'e': 0.795478214202318}",20,11,-60.91719445355665,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 1}",1
187,False,"{'a': 0.0035, 'e': 0.7933524085796444}",25,10,-47.06506248366978,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
188,False,"{'a': 0.0035, 'e': 0.7912168843998867}",30,5,-108.64200349439095,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",1
189,False,"{'a': 0.0035, 'e': 0.7890716678231894}",30,0,-137.71889905711464,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
190,False,"{'a': 0.0035, 'e': 0.7869167851284287}",25,0,-81.79296803054929,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
191,False,"{'a': 0.0035, 'e': 0.7847522627128908}",20,0,-107.52715867010474,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
192,False,"{'a': 0.0035, 'e': 0.7825781270919481}",20,12,-72.28418873597583,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
193,False,"{'a': 0.0035, 'e': 0.7803944048987349}",20,0,-28.68263113408868,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.0035, 'e': 0.7782011228838206}",20,0,-34.60622918783527,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
195,False,"{'a': 0.0035, 'e': 0.7759983079148826}",25,0,-93.54432281675817,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
196,False,"{'a': 0.0035, 'e': 0.7737859869763766}",20,12,-23.384304608956644,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.0035, 'e': 0.7715641871692065}",20,0,-64.29077623210794,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
198,False,"{'a': 0.0035, 'e': 0.7693329357103922}",25,0,-89.46015413994373,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
199,False,"{'a': 0.0035, 'e': 0.7670922599327361}",25,2,-99.99750756295153,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 1}",1
200,False,"{'a': 0.0035, 'e': 0.7648421872844884}",25,1,-99.75132060183718,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 1}",1
201,False,"{'a': 0.0035, 'e': 0.762582745329011}",20,13,-12.131476347133198,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.0035, 'e': 0.7603139617444397}",20,5,-117.14288809634111,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 2}",1
203,False,"{'a': 0.0035, 'e': 0.7580358643233447}",20,0,-111.64606941246353,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
204,False,"{'a': 0.0035, 'e': 0.7557484809723913}",30,0,-204.26316690283545,"{0: 15, 1: 3, 2: 9, 3: 0, 4: 3}",0
205,False,"{'a': 0.0035, 'e': 0.7534518397119967}",25,4,-70.49334206708895,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 1}",1
206,False,"{'a': 0.0035, 'e': 0.7511459686759877}",25,0,-57.97461538781468,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
207,False,"{'a': 0.0035, 'e': 0.7488308961112556}",25,9,-6.980188513742725,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.0035, 'e': 0.7465066503774105}",20,0,-13.025120670986555,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
209,False,"{'a': 0.0035, 'e': 0.7441732599464335}",25,0,-60.14120441608257,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
210,False,"{'a': 0.0035, 'e': 0.7418307534023282}",20,0,-55.53225665438948,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
211,False,"{'a': 0.0035, 'e': 0.7394791594407704}",20,0,-12.477647477206803,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
212,False,"{'a': 0.0035, 'e': 0.7371185068687569}",25,7,-5.233322630729063,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
213,False,"{'a': 0.0035, 'e': 0.7347488246042518}",25,0,-55.756937013726855,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
214,False,"{'a': 0.0035, 'e': 0.7323701416758338}",25,0,-136.35198539339132,"{0: 13, 1: 7, 2: 2, 3: 1, 4: 2}",0
215,False,"{'a': 0.0035, 'e': 0.7299824872223385}",25,10,-79.25537177680637,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
216,False,"{'a': 0.0035, 'e': 0.7275858904925034}",30,12,-124.72358228866766,"{0: 11, 1: 2, 2: 1, 3: 2, 4: 2}",1
217,False,"{'a': 0.0035, 'e': 0.7251803808446085}",35,10,-26.453051098020687,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",1
218,False,"{'a': 0.0035, 'e': 0.7227659877461166}",25,0,-67.49327199210194,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
219,False,"{'a': 0.0035, 'e': 0.7203427407733132}",20,0,-111.83494970422217,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
220,False,"{'a': 0.0035, 'e': 0.7179106696109434}",25,0,-89.02428476358726,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
221,False,"{'a': 0.0035, 'e': 0.7154698040518485}",30,0,-63.39354954065159,"{0: 21, 1: 4, 2: 3, 3: 2, 4: 0}",0
222,False,"{'a': 0.0035, 'e': 0.7130201739966009}",20,0,-90.8803236308246,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
223,False,"{'a': 0.0035, 'e': 0.7105618094531384}",20,0,-71.1161417561611,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
224,False,"{'a': 0.0035, 'e': 0.7080947405363958}",25,11,-34.0359874155103,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
225,False,"{'a': 0.0035, 'e': 0.7056189974679365}",25,2,-139.74086867406902,"{0: 11, 1: 6, 2: 4, 3: 0, 4: 2}",1
226,False,"{'a': 0.0035, 'e': 0.7031346105755821}",20,0,-172.8703215298489,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
227,False,"{'a': 0.0035, 'e': 0.7006416102930412}",20,0,-59.87715565473787,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
228,False,"{'a': 0.0035, 'e': 0.6981400271595356}",20,0,-72.70125460258046,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
229,False,"{'a': 0.0035, 'e': 0.6956298918194278}",25,0,-135.26061403450913,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
230,False,"{'a': 0.0035, 'e': 0.6931112350218442}",25,0,-121.3166461174915,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
231,False,"{'a': 0.0035, 'e': 0.6905840876202991}",25,0,-113.6283796864588,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
232,False,"{'a': 0.0035, 'e': 0.6880484805723165}",20,0,-99.40182248714866,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
233,False,"{'a': 0.0035, 'e': 0.685504444939051}",20,1,-53.01147411999011,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
234,False,"{'a': 0.0035, 'e': 0.6829520118849075}",20,6,-86.40422258813723,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 1}",1
235,False,"{'a': 0.0035, 'e': 0.680391212677159}",20,0,-77.63095345181847,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
236,False,"{'a': 0.0035, 'e': 0.6778220786855633}",20,0,-59.93048753245766,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
237,False,"{'a': 0.0035, 'e': 0.6752446413819803}",25,0,-49.01275396125251,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
238,False,"{'a': 0.0035, 'e': 0.6726589323399843}",20,0,-78.95229355692699,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
239,False,"{'a': 0.0035, 'e': 0.6700649832344788}",25,18,-33.42558708987448,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.0035, 'e': 0.6674628258413081}",20,13,8.130324940992795,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.0035, 'e': 0.6648524920368676}",20,7,11.801245753680305,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.0035, 'e': 0.6622340137977137}",20,14,-2.441577496117487,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.0035, 'e': 0.6596074232001722}",20,0,-80.71019301760235,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
244,False,"{'a': 0.0035, 'e': 0.656972752419945}",20,11,2.7618447318671926,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.0035, 'e': 0.6543300337317162}",20,0,-81.50073511789059,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
246,False,"{'a': 0.0035, 'e': 0.6516792995087568}",20,0,-30.25924112882566,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
247,False,"{'a': 0.0035, 'e': 0.6490205822225277}",30,0,-135.25374626377112,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
248,False,"{'a': 0.0035, 'e': 0.6463539144422825}",20,0,-128.1140248905393,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
249,False,"{'a': 0.0035, 'e': 0.6436793288346683}",25,9,-59.89325831086842,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
250,False,"{'a': 0.0035, 'e': 0.6409968581633251}",25,12,-11.112602274500063,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
251,False,"{'a': 0.0035, 'e': 0.6383065352884852}",25,13,-31.83903084891585,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.0035, 'e': 0.6356083931665703}",20,0,-33.34502139563979,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
253,False,"{'a': 0.0035, 'e': 0.6329024648497874}",25,0,-100.73415544044417,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
254,False,"{'a': 0.0035, 'e': 0.6301887834857247}",20,0,1.1095832942309554,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
255,False,"{'a': 0.0035, 'e': 0.6274673823169449}",30,22,11.297923743042634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.0035, 'e': 0.6247382946805784}",25,0,-46.90316732478403,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
257,False,"{'a': 0.0035, 'e': 0.6220015540079145}",20,0,-57.48155430542943,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
258,False,"{'a': 0.0035, 'e': 0.6192571938239922}",20,7,2.163574969696725,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.0035, 'e': 0.6165052477471896}",25,15,-24.807058421723635,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
260,False,"{'a': 0.0035, 'e': 0.6137457494888116}",35,0,4.744315776343767,"{0: 30, 1: 4, 2: 1, 3: 0, 4: 0}",0
261,False,"{'a': 0.0035, 'e': 0.6109787328526773}",25,3,-50.077672141177295,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
262,False,"{'a': 0.0035, 'e': 0.608204231734706}",25,7,8.343014820201226,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.0035, 'e': 0.6054222801225018}",30,0,-105.94346569996817,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
264,False,"{'a': 0.0035, 'e': 0.6026329120949367}",25,16,-25.499545967048302,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.0035, 'e': 0.5998361618217348}",25,0,-71.44503985850169,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
266,False,"{'a': 0.0035, 'e': 0.5970320635630515}",30,0,-74.74568426148335,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
267,False,"{'a': 0.0035, 'e': 0.5942206516690557}",20,0,-27.519985979805174,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
268,False,"{'a': 0.0035, 'e': 0.5914019605795077}",20,13,6.577247408485649,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.0035, 'e': 0.5885760248233382}",20,4,-13.114024244235289,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.0035, 'e': 0.5857428790182249}",30,0,-64.54722652654519,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",1
271,False,"{'a': 0.0035, 'e': 0.5829025578701684}",30,0,-70.70233732861473,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
272,False,"{'a': 0.0035, 'e': 0.5800550961730674}",30,19,13.207467502316915,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.0035, 'e': 0.577200528808292}",20,0,-46.37460487853588,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
274,False,"{'a': 0.0035, 'e': 0.5743388907442566}",30,14,-27.712843813149902,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
275,False,"{'a': 0.0035, 'e': 0.5714702170359919}",20,4,-71.65638596356602,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
276,False,"{'a': 0.0035, 'e': 0.5685945428247148}",25,11,-31.512882367707213,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
277,False,"{'a': 0.0035, 'e': 0.5657119033373985}",20,10,-16.66159611749824,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
278,False,"{'a': 0.0035, 'e': 0.5628223338863407}",25,0,12.36730313210144,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
279,False,"{'a': 0.0035, 'e': 0.5599258698687309}",20,0,-27.132590734157013,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
280,False,"{'a': 0.0035, 'e': 0.5570225467662173}",20,0,-102.39327354092873,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 2}",1
281,False,"{'a': 0.0035, 'e': 0.5541124001444714}",25,2,-15.414701048931434,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
282,False,"{'a': 0.0035, 'e': 0.5511954656527531}",20,0,-16.345885537824664,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
283,False,"{'a': 0.0035, 'e': 0.5482717790234733}",20,15,9.201542538608026,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.0035, 'e': 0.5453413760717568}",20,8,2.606036347645527,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.0035, 'e': 0.542404292695003}",25,13,-33.145319678521176,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
286,False,"{'a': 0.0035, 'e': 0.5394605648724464}",20,0,-32.24204857556226,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
287,False,"{'a': 0.0035, 'e': 0.5365102286647165}",20,0,-25.357393796011312,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
288,False,"{'a': 0.0035, 'e': 0.5335533202133944}",25,10,-66.4228425883396,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
289,False,"{'a': 0.0035, 'e': 0.5305898757405719}",30,5,9.105461903250553,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.0035, 'e': 0.5276199315484067}",30,1,-3.3979796708417265,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 0}",1
291,False,"{'a': 0.0035, 'e': 0.5246435240186782}",20,8,-84.57928488154334,"{0: 7, 1: 1, 2: 1, 3: 2, 4: 1}",1
292,False,"{'a': 0.0035, 'e': 0.521660689612341}",25,14,-21.83905957444386,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
293,False,"{'a': 0.0035, 'e': 0.5186714648690796}",25,0,-45.07685394490656,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
294,False,"{'a': 0.0035, 'e': 0.5156758864068598}",30,5,-64.66911741346686,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",1
295,False,"{'a': 0.0035, 'e': 0.51267399092148}",20,10,-4.363132033965806,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.0035, 'e': 0.5096658151861225}",20,0,-43.58769629964032,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",1
297,False,"{'a': 0.0035, 'e': 0.5066513960509024}",20,0,-1.036114556499692,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
298,False,"{'a': 0.0035, 'e': 0.5036307704424167}",20,0,-23.75724365280067,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
299,False,"{'a': 0.0035, 'e': 0.5006039753632908}",20,9,5.125174454503768,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.0035, 'e': 0.49757104789172696}",30,0,-76.03301958969712,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
301,False,"{'a': 0.0035, 'e': 0.4945320251810486}",25,15,5.6102237158107275,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.0035, 'e': 0.49148694445924623}",20,7,-3.6151615880316963,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.0035, 'e': 0.48843584302852017}",25,15,12.34170211670588,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.0035, 'e': 0.485378758264825}",20,0,-21.999960339647828,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
305,False,"{'a': 0.0035, 'e': 0.48231572761741087}",25,2,-46.49988834893542,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 1}",1
306,False,"{'a': 0.0035, 'e': 0.47924678860836506}",20,0,2.8951253838300763,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
307,False,"{'a': 0.0035, 'e': 0.4761719788321517}",25,8,-8.791173081496401,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
308,False,"{'a': 0.0035, 'e': 0.47309133595515224}",25,8,-39.678700503540504,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
309,False,"{'a': 0.0035, 'e': 0.47000489771520343}",20,9,-14.347630615900332,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
310,False,"{'a': 0.0035, 'e': 0.4669127019211353}",30,9,-129.56837832516968,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 3}",1
311,False,"{'a': 0.0035, 'e': 0.46381478645230734}",35,22,-15.994529122026425,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
312,False,"{'a': 0.0035, 'e': 0.46071118925814536}",25,7,-38.36613245349826,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
313,False,"{'a': 0.0035, 'e': 0.45760194835767654}",20,0,1.1408725971009992,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
314,False,"{'a': 0.0035, 'e': 0.4544871018390625}",20,0,-76.09768356734283,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
315,False,"{'a': 0.0035, 'e': 0.45136668785913436}",30,13,-57.666170368246114,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
316,False,"{'a': 0.0035, 'e': 0.4482407446429244}",25,9,-7.363673694640802,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.0035, 'e': 0.44510931048319813}",20,4,15.142077576117197,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.0035, 'e': 0.44197242373998435}",30,19,0.3025466412581521,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.0035, 'e': 0.4388301228401068}",30,9,-38.0247934734092,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 0}",1
320,False,"{'a': 0.0035, 'e': 0.4356824462767121}",20,13,-10.68755974592681,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.0035, 'e': 0.43252943260879895}",20,1,13.024886457841422,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.0035, 'e': 0.42937112046074505}",20,15,-2.2771718804810583,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.0035, 'e': 0.4262075485218349}",25,16,4.393469433397684,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.0035, 'e': 0.42303875554578513}",20,7,-16.891283259107873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
325,False,"{'a': 0.0035, 'e': 0.4198647803502703}",25,0,-63.97118971140685,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
326,False,"{'a': 0.0035, 'e': 0.4166856618164465}",25,5,-10.339707030226268,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
327,False,"{'a': 0.0035, 'e': 0.41350143888847624}",25,10,-62.5780700375834,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
328,False,"{'a': 0.0035, 'e': 0.4103121505730504}",30,0,17.320943895295663,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
329,False,"{'a': 0.0035, 'e': 0.4071178359389114}",20,6,-40.2522624354701,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
330,False,"{'a': 0.0035, 'e': 0.40391853411637296}",20,11,-9.414152021755822,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.0035, 'e': 0.4007142842968427}",25,15,21.080110104799324,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.0035, 'e': 0.39750512573234104}",20,0,-40.44100884231627,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
333,False,"{'a': 0.0035, 'e': 0.3942910977350198}",35,13,-34.11055471798985,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 0}",1
334,False,"{'a': 0.0035, 'e': 0.391072239676682}",20,0,-61.839291313142155,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
335,False,"{'a': 0.0035, 'e': 0.3878485909882986}",25,19,10.222800350180243,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.0035, 'e': 0.38462019115952595}",30,14,-37.79073512323632,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
337,False,"{'a': 0.0035, 'e': 0.3813870797382211}",25,0,-60.49943056262506,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
338,False,"{'a': 0.0035, 'e': 0.3781492963299588}",20,3,-1.0925293257911377,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
339,False,"{'a': 0.0035, 'e': 0.3749068805975453}",25,13,-20.044188337954374,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
340,False,"{'a': 0.0035, 'e': 0.371659872260533}",25,19,11.714562319849044,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.0035, 'e': 0.36840831109473293}",20,6,24.58124243506896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.0035, 'e': 0.365152236931729}",20,12,11.450809802439265,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.0035, 'e': 0.36189168965838897}",20,6,-49.59029499365314,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
344,False,"{'a': 0.0035, 'e': 0.35862670921637635}",25,13,10.098704394547177,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.0035, 'e': 0.35535733560166033}",25,13,-5.949418493109869,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
346,False,"{'a': 0.0035, 'e': 0.35208360886402695}",30,21,-8.74096593306448,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.0035, 'e': 0.34880556910658794}",20,14,12.057257181223862,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.0035, 'e': 0.3455232564852894}",20,11,12.236789182148677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.0035, 'e': 0.3422367112084196}",20,0,-27.772179343881465,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
350,False,"{'a': 0.0035, 'e': 0.3389459735361172}",20,2,19.22886140603391,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.0035, 'e': 0.3356510837798778}",25,13,8.901301179733315,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.0035, 'e': 0.33235208230205926}",20,14,12.572790811121948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
